Date	WHITBYCGS	PICKERINGA-G1	PICKERINGA-G3	PICKERINGB-G5	PICKERINGB-G6	PICKERINGB-G8	BECK1	BECK2	DECEWFALLS	GRAND VALLEY 3	GRANDWF	SUM	Humidity	Pressure	Temperature
2/14/2017 22:00	57	512	510	0	514	496	221	1285	70	24	89	3778	85	995	3.585
2/14/2017 23:00	57	512	509	0	515	495	284	1367	70	21	59	3889	89	995	2.962
2/15/2017 0:00	57	511	510	0	515	494	241	1311	70	13	60	3782	89	995	2.962
2/15/2017 1:00	57	511	510	0	516	490	162	1273	70	14	44	3647	89	995	2.962
2/15/2017 2:00	57	512	511	0	514	490	314	1300	71	10	21	3800	93	993	2.332
2/15/2017 3:00	57	512	511	0	515	490	206	1193	70	11	19	3584	93	993	2.332
2/15/2017 4:00	56	512	510	0	516	491	132	835	70	27	13	3162	93	993	2.332
2/15/2017 5:00	56	512	510	0	516	491	130	819	70	24	26	3154	88	991	1.754
2/15/2017 6:00	56	512	510	0	516	488	130	1007	70	22	37	3348	88	991	1.754
2/15/2017 7:00	56	512	511	0	516	485	129	961	70	24	36	3300	88	991	1.754
2/15/2017 8:00	57	512	510	0	516	485	181	1240	70	15	38	3624	91	990	-0.296
2/15/2017 9:00	57	511	510	0	514	485	154	1104	70	24	34	3463	91	990	-0.296
2/15/2017 10:00	57	511	510	0	515	484	297	1327	70	24	35	3830	91	990	-0.296
2/15/2017 11:00	57	511	511	0	515	484	297	1316	70	32	35	3828	91	990	-0.233
2/15/2017 12:00	57	511	511	0	516	481	143	1013	72	34	71	3409	91	990	-0.233
2/15/2017 13:00	57	511	511	0	516	478	141	909	72	36	136	3367	91	990	-0.233
2/15/2017 14:00	57	512	510	0	516	476	141	927	71	34	139	3383	92	992	-0.004
2/15/2017 15:00	57	511	510	0	515	477	141	1056	71	35	139	3512	92	992	-0.004
2/15/2017 16:00	57	511	510	0	515	478	184	1161	71	30	136	3653	94	993	-0.734
2/15/2017 17:00	57	512	510	0	515	477	227	1271	71	30	120	3790	91	993	0.925
2/15/2017 18:00	57	511	511	0	514	477	299	1296	71	35	103	3874	91	993	0.925
2/15/2017 19:00	56	512	510	0	515	478	173	1272	71	32	95	3714	91	993	0.925
2/15/2017 20:00	56	512	511	0	515	478	139	1244	71	26	103	3655	86	994	-0.761
2/15/2017 21:00	56	511	510	0	513	478	157	1215	71	26	80	3617	86	994	-0.761
2/15/2017 22:00	57	511	511	0	515	477	189	1150	71	28	55	3564	86	994	-0.761
2/15/2017 23:00	57	512	510	0	515	478	141	960	71	30	46	3320	85	996	-2.984
2/16/2017 0:00	56	512	511	0	513	478	141	1331	71	24	58	3695	85	996	-2.984
2/16/2017 1:00	57	512	511	0	514	477	145	1155	69	24	52	3516	85	996	-2.984
2/16/2017 2:00	57	512	510	0	515	477	157	1314	67	21	47	3677	89	997	-3.95
2/16/2017 3:00	57	510	511	0	515	478	190	1316	67	20	69	3733	89	997	-3.95
2/16/2017 4:00	56	511	511	0	515	478	141	985	67	18	99	3381	89	997	-3.95
2/16/2017 5:00	56	511	511	0	515	478	139	823	67	26	87	3213	89	998	-5.115
2/16/2017 6:00	56	511	510	0	513	478	147	1047	70	30	59	3421	89	998	-5.115
2/16/2017 7:00	56	511	511	0	514	478	285	1343	71	27	52	3848	89	998	-5.115
2/16/2017 8:00	56	512	511	0	513	478	283	1246	72	24	59	3754	89	1000	-6.911
2/16/2017 9:00	57	512	511	0	514	477	136	1059	72	24	97	3459	89	1000	-6.911
2/16/2017 10:00	56	511	510	0	514	476	87	1098	72	21	76	3421	89	1000	-6.911
2/16/2017 11:00	56	512	511	0	514	478	125	1187	72	20	55	3530	87	1002	-7.944
2/16/2017 12:00	57	512	511	0	514	478	139	1164	72	17	50	3514	87	1002	-7.944
2/16/2017 13:00	57	512	510	0	515	478	141	1202	72	12	50	3549	87	1002	-7.944
2/16/2017 14:00	57	511	511	0	515	478	299	1267	71	14	59	3782	92	1003	-6.129
2/16/2017 15:00	56	511	511	0	515	478	176	1201	71	20	61	3600	92	1003	-6.129
2/16/2017 16:00	56	512	511	0	514	478	139	978	69	22	62	3341	92	1003	-6.129
2/16/2017 17:00	56	512	511	0	515	476	221	1202	69	16	66	3644	87	1004	-4.781
2/16/2017 18:00	56	511	512	0	515	478	307	1320	69	18	36	3822	87	1004	-4.781
2/16/2017 19:00	56	511	510	0	515	477	307	1249	69	18	27	3739	87	1004	-4.781
2/16/2017 20:00	57	511	511	0	514	476	226	1305	69	20	19	3708	86	1004	-3.52
2/16/2017 21:00	57	512	511	0	513	478	281	1375	69	13	15	3824	86	1004	-3.52
2/16/2017 22:00	57	512	511	0	514	477	299	1382	69	12	8	3841	86	1004	-3.52
2/16/2017 23:00	57	511	511	0	515	478	304	1292	69	10	5	3752	89	1006	-6.195
2/17/2017 0:00	57	512	510	0	515	476	304	1395	71	5	2	3847	89	1006	-6.195
2/17/2017 1:00	57	511	511	0	513	478	276	1319	71	4	2	3742	89	1006	-6.195
2/17/2017 2:00	57	511	511	0	514	477	201	1277	72	4	0	3624	92	1007	-9.301
2/17/2017 3:00	56	510	511	0	515	478	215	1369	72	1	0	3727	92	1007	-9.301
2/17/2017 4:00	56	511	510	0	513	478	223	1326	72	0	0	3689	92	1007	-9.301
2/17/2017 5:00	57	511	511	0	515	478	105	918	71	0	0	3166	90	1007	-11.511
2/17/2017 6:00	56	511	510	0	514	478	111	1145	71	0	0	3396	90	1007	-11.511
2/17/2017 7:00	56	511	511	0	515	478	139	1158	71	0	0	3439	90	1007	-11.511
2/17/2017 8:00	57	511	511	0	514	476	117	1055	71	1	0	3313	87	1007	-12.019
2/17/2017 9:00	57	511	511	0	513	478	95	1007	71	4	0	3247	87	1007	-12.019
2/17/2017 10:00	57	511	510	0	515	477	112	1197	71	5	7	3462	87	1007	-12.019
2/17/2017 11:00	57	511	511	0	515	477	185	1323	71	4	5	3659	78	1008	-12.771
2/17/2017 12:00	57	512	511	0	515	478	180	1272	71	3	3	3602	78	1008	-12.771
2/17/2017 13:00	56	511	510	0	514	477	122	1371	71	6	2	3640	78	1008	-12.771
2/17/2017 14:00	56	511	510	0	515	477	98	1235	71	7	4	3484	93	1008	-5.547
2/17/2017 15:00	57	512	510	0	514	478	303	1412	71	4	2	3863	93	1008	-5.547
2/17/2017 16:00	56	512	510	0	515	478	118	1234	72	5	2	3502	91	1008	-5.264
2/17/2017 17:00	56	511	511	0	515	478	137	1155	72	8	6	3449	95	1006	-2.328
2/17/2017 18:00	57	511	511	0	515	478	133	989	72	14	21	3301	95	1006	-2.328
2/17/2017 19:00	57	511	511	0	515	478	132	886	72	16	31	3209	95	1006	-2.328
2/17/2017 20:00	57	511	511	0	515	478	132	1037	72	19	33	3365	89	1004	-1.458
2/17/2017 21:00	56	512	511	0	513	479	214	1181	72	22	14	3574	89	1004	-1.458
2/17/2017 22:00	56	512	511	0	515	479	223	1218	72	28	12	3626	89	1004	-1.458
2/17/2017 23:00	57	512	512	0	515	479	178	1104	72	35	22	3486	84	1003	-2.642
2/18/2017 0:00	56	511	512	0	515	478	108	958	72	37	26	3273	84	1003	-2.642
2/18/2017 1:00	57	511	510	0	515	477	88	813	72	39	10	3092	84	1003	-2.642
2/18/2017 2:00	57	511	510	0	515	478	88	802	72	39	0	3072	77	1001	-0.561
2/18/2017 3:00	56	512	511	0	515	478	87	887	72	39	0	3157	77	1001	-0.561
2/18/2017 4:00	56	511	511	0	514	477	87	860	72	39	0	3127	77	1001	-0.561
2/18/2017 5:00	49	512	511	0	515	478	99	807	72	37	0	3080	66	998	-2.392
2/18/2017 6:00	0	511	511	0	514	478	137	810	72	37	0	3070	66	998	-2.392
2/18/2017 7:00	0	512	510	0	515	478	137	801	72	39	0	3064	66	998	-2.392
2/18/2017 8:00	0	512	511	0	515	478	139	811	72	39	0	3077	79	997	-0.484
2/18/2017 9:00	0	511	511	0	515	478	138	906	72	39	0	3170	79	997	-0.484
2/18/2017 10:00	0	511	511	0	515	476	137	906	72	39	0	3167	79	997	-0.484
2/18/2017 11:00	0	511	510	0	515	478	137	914	72	38	0	3175	86	997	2.186
2/18/2017 12:00	0	510	510	0	515	477	137	900	72	27	0	3148	86	997	2.186
2/18/2017 13:00	0	511	509	0	515	477	138	906	72	5	0	3133	86	997	2.186
2/18/2017 14:00	0	511	511	0	515	477	138	909	72	6	0	3139	89	996	5.691
2/18/2017 15:00	49	512	510	0	515	477	138	971	72	10	1	3255	89	996	5.691
2/18/2017 16:00	56	512	509	0	515	477	137	983	72	19	7	3287	86	995	5.376
2/18/2017 17:00	56	511	510	0	514	477	138	941	72	24	24	3267	78	995	9.167
2/18/2017 18:00	56	511	510	0	516	476	137	914	72	35	69	3296	78	995	9.167
2/18/2017 19:00	56	511	510	0	516	478	138	899	72	37	88	3305	78	995	9.167
2/18/2017 20:00	57	511	510	0	515	478	137	914	72	37	85	3316	78	996	9.245
2/18/2017 21:00	57	511	511	0	515	478	137	922	72	37	1	3241	78	996	9.245
2/18/2017 22:00	56	512	510	0	515	478	139	931	72	33	7	3253	78	996	9.245
2/18/2017 23:00	56	512	511	0	516	478	138	841	72	26	37	3187	83	998	5.881
2/19/2017 0:00	57	511	511	0	515	478	135	886	72	27	72	3264	83	998	5.881
2/19/2017 1:00	57	512	511	0	515	478	136	859	72	34	34	3208	83	998	5.881
2/19/2017 2:00	57	511	511	0	516	478	135	961	72	33	5	3279	84	999	3.849
2/19/2017 3:00	57	511	510	0	515	478	136	898	72	28	9	3214	84	999	3.849
2/19/2017 4:00	57	512	510	0	514	478	136	858	72	22	1	3160	84	999	3.849
2/19/2017 5:00	57	512	511	0	516	477	135	876	72	25	0	3181	83	1000	2.72
2/19/2017 6:00	57	512	510	0	516	478	135	975	72	21	4	3280	83	1000	2.72
2/19/2017 7:00	57	511	511	0	516	478	137	937	72	33	10	3262	83	1000	2.72
2/19/2017 8:00	57	512	511	0	515	478	137	948	72	31	18	3279	81	1002	1.471
2/19/2017 9:00	56	512	511	0	515	478	137	918	72	26	11	3236	81	1002	1.471
2/19/2017 10:00	56	512	510	0	515	478	137	994	72	20	17	3311	81	1002	1.471
2/19/2017 11:00	56	511	510	0	515	477	137	1002	72	17	34	3331	84	1004	0.66
2/19/2017 12:00	56	512	511	0	516	476	137	961	72	19	40	3300	84	1004	0.66
2/19/2017 13:00	56	511	511	0	515	477	137	1026	72	18	0	3323	84	1004	0.66
2/19/2017 14:00	57	512	509	0	516	477	137	1018	72	7	0	3305	87	1006	4.146
2/19/2017 15:00	57	511	510	0	516	477	137	995	72	25	1	3301	87	1006	4.146
2/19/2017 16:00	57	511	510	0	516	478	137	1058	72	28	17	3384	87	1006	4.146
2/19/2017 17:00	57	512	511	0	516	475	136	1096	72	31	68	3474	80	1007	7.474
2/19/2017 18:00	57	512	509	0	515	478	228	1347	72	25	65	3808	80	1007	7.474
2/19/2017 19:00	57	512	510	0	515	478	165	1312	72	27	35	3683	80	1007	7.474
2/19/2017 20:00	57	512	510	0	515	478	295	1383	72	17	32	3871	78	1009	6.715
2/19/2017 21:00	57	511	510	0	514	478	285	1347	72	11	32	3817	78	1009	6.715
2/19/2017 22:00	57	511	510	0	515	478	241	1348	72	6	33	3771	78	1009	6.715
2/19/2017 23:00	57	512	510	0	515	478	195	1219	72	6	23	3587	81	1012	2.767
2/20/2017 0:00	57	512	510	0	515	476	130	1142	72	7	17	3438	81	1012	2.767
2/20/2017 1:00	57	512	510	0	515	478	139	1212	72	4	12	3511	81	1012	2.767
2/20/2017 2:00	56	511	509	0	513	478	131	912	72	4	14	3200	85	1014	0.49
2/20/2017 3:00	56	512	510	0	515	478	130	894	72	3	27	3197	85	1014	0.49
2/20/2017 4:00	56	512	510	0	516	476	130	897	72	4	50	3223	85	1014	0.49
2/20/2017 5:00	56	510	510	0	516	478	130	913	72	8	80	3273	87	1015	-0.616
2/20/2017 6:00	57	512	509	0	515	478	130	1019	72	12	93	3397	87	1015	-0.616
2/20/2017 7:00	57	512	509	0	516	478	130	917	72	7	59	3257	87	1015	-0.616
2/20/2017 8:00	56	512	510	0	516	477	130	956	72	11	3	3243	88	1017	-1.228
2/20/2017 9:00	56	511	510	0	516	478	130	996	72	5	21	3295	88	1017	-1.228
2/20/2017 10:00	56	511	510	0	516	477	129	1007	72	2	15	3295	88	1017	-1.228
2/20/2017 11:00	57	511	510	0	515	476	130	1017	72	1	9	3298	89	1021	-2.703
2/20/2017 12:00	57	512	510	0	516	477	130	939	72	1	7	3221	89	1021	-2.703
2/20/2017 13:00	57	512	510	0	515	476	130	1004	72	0	0	3276	89	1021	-2.703
2/20/2017 14:00	57	511	509	0	515	478	130	950	72	1	1	3224	93	1022	-0.218
2/20/2017 15:00	57	512	510	0	516	478	130	977	72	0	3	3255	93	1022	-0.218
2/20/2017 16:00	56	510	509	0	515	477	130	1027	72	7	17	3320	87	1022	-0.051
2/20/2017 17:00	56	511	510	0	516	477	143	1094	72	13	34	3426	82	1022	2.707
2/20/2017 18:00	57	511	509	0	515	477	219	1206	72	15	63	3644	82	1022	2.707
2/20/2017 19:00	57	510	508	0	515	477	140	988	72	16	73	3356	82	1022	2.707
2/20/2017 20:00	57	510	509	0	515	477	140	897	72	29	82	3288	76	1022	2.682
2/20/2017 21:00	56	511	508	0	515	477	140	910	72	34	68	3291	76	1022	2.682
2/20/2017 22:00	56	511	508	0	515	474	140	938	72	36	54	3304	76	1022	2.682
2/20/2017 23:00	57	511	508	0	515	476	141	858	72	38	58	3234	77	1022	-0.777
2/21/2017 0:00	57	510	507	0	514	475	140	869	72	37	40	3221	77	1022	-0.777
2/21/2017 1:00	57	509	506	0	514	475	140	812	72	34	41	3160	77	1022	-0.777
2/21/2017 2:00	57	507	504	0	514	474	140	872	72	30	23	3193	82	1021	-1.03
2/21/2017 3:00	56	507	504	0	512	474	140	842	72	34	13	3154	82	1021	-1.03
2/21/2017 4:00	56	508	504	0	513	474	138	865	72	32	19	3181	82	1021	-1.03
2/21/2017 5:00	56	508	503	0	514	475	139	939	72	28	21	3255	81	1019	-0.403
2/21/2017 6:00	57	509	504	0	514	475	203	1064	72	32	13	3443	81	1019	-0.403
2/21/2017 7:00	57	509	504	0	514	475	287	1181	72	36	31	3666	81	1019	-0.403
2/21/2017 8:00	57	510	506	0	514	475	140	964	72	35	39	3312	81	1016	0.343
2/21/2017 9:00	57	509	506	0	514	476	143	1053	72	37	36	3403	80	1020	0.5729968
2/21/2017 10:00	57	510	507	0	522	476	316	1233	72	35	25	3753	78	1035	0.9346667
2/21/2017 11:00	57	510	507	0	522	474	316	1145	72	29	37	3669	78	1034	1.1363333
2/21/2017 12:00	57	510	508	0	515	358	309	1167	72	21	41	3558	78	1033	2.5835
2/21/2017 13:00	57	511	508	0	515	353	158	1102	72	18	53	3347	77	1033	2.37
2/21/2017 14:00	57	510	508	0	515	353	195	1188	72	24	87	3509	77	1032	3.402
2/21/2017 15:00	57	511	509	0	515	349	291	1134	72	26	78	3542	74	1018	2.13
2/21/2017 16:00	57	511	509	0	514	350	141	917	72	22	126	3219	78	1017	3.35
2/21/2017 17:00	57	512	509	0	514	353	184	1009	72	17	74	3301	78	1016	4.17
2/21/2017 18:00	57	512	509	0	514	355	220	1091	72	25	31	3386	78	1016	4.99
2/21/2017 19:00	57	510	508	0	515	355	264	1119	72	29	25	3454	78	1015	5.15
2/21/2017 20:00	57	511	509	0	514	355	237	1127	72	21	42	3445	80	1015	5.36
2/21/2017 21:00	57	512	510	0	516	354	305	1124	72	15	27	3492	80	1013	4.16
2/21/2017 22:00	57	512	510	0	516	351	242	1079	72	23	4	3366	86	1013	4.15
2/21/2017 23:00	57	512	510	0	515	354	147	1172	72	20	4	3363	100	1014	3.98
2/22/2017 0:00	57	511	510	0	515	354	297	1255	72	11	0	3582	100	1014	3.97
2/22/2017 1:00	57	511	509	0	516	354	301	1263	72	9	0	3592	93	1014	3.96
2/22/2017 2:00	57	512	510	0	516	354	177	1238	72	5	0	3441	93	1014	3.56
2/22/2017 3:00	57	512	510	0	516	353	143	1063	72	10	0	3236	93	1014	3.55
2/22/2017 4:00	57	512	509	0	516	352	140	789	72	3	0	2950	100	1014	3.15
2/22/2017 5:00	57	512	509	0	516	353	139	830	72	8	2	2998	100	1014	3.41
2/22/2017 6:00	57	511	510	0	516	354	138	920	72	24	0	3102	100	1014	3.91
2/22/2017 7:00	57	511	509	0	516	354	182	1072	72	31	0	3304	100	1014	3.41
2/22/2017 8:00	57	511	509	0	516	353	176	1052	72	25	3	3274	93	1013	3.41
2/22/2017 9:00	57	511	510	0	516	351	171	1224	71	18	5	3434	93	1013	3.37
2/22/2017 10:00	56	511	510	0	516	353	314	1268	69	18	14	3629	100	1013	3.38
2/22/2017 11:00	56	511	510	0	516	353	305	1130	69	10	53	3513	93	1014	3.39
2/22/2017 12:00	56	511	509	0	516	353	137	920	69	8	75	3154	100	1013	3.62
2/22/2017 13:00	57	511	510	0	516	351	138	940	68	11	54	3156	93	1013	3.35
2/22/2017 14:00	57	511	509	0	516	353	139	912	66	16	48	3127	100	1013	3.71
2/22/2017 15:00	57	511	509	0	516	353	139	878	67	16	79	3125	100	1013	5.16
2/22/2017 16:00	57	511	509	0	516	353	140	880	68	21	82	3137	93	1012	6.22
2/22/2017 17:00	57	509	509	0	516	353	139	922	71	30	92	3198	100	1012	5.98
2/22/2017 18:00	57	510	509	0	516	354	140	892	72	34	107	3191	93	1011	6.55
2/22/2017 19:00	57	510	508	0	516	354	139	951	72	36	124	3267	100	1009	7.22
2/22/2017 20:00	57	510	509	0	516	352	140	883	72	38	130	3207	93	1009	7.04
2/22/2017 21:00	57	510	510	0	516	351	140	815	72	39	134	3144	87	1009	8.46
2/22/2017 22:00	56	510	509	0	516	352	139	864	72	39	139	3196	100	1008	7.53
2/22/2017 23:00	57	511	509	0	516	352	136	817	72	38	139	3147	93	1008	7.37
2/23/2017 0:00	57	510	509	0	515	352	135	825	72	37	77	3089	100	1008	6.85
2/23/2017 1:00	57	511	509	0	516	352	111	900	72	36	0	3064	93	1008	7.08
2/23/2017 2:00	57	511	510	0	514	352	86	932	72	32	0	3066	93	1008	7.08
2/23/2017 3:00	57	510	510	0	515	350	86	916	72	33	0	3049	93	1007	7.5
2/23/2017 4:00	57	511	510	0	516	352	86	921	72	27	0	3052	87	1007	6.14
2/23/2017 5:00	57	511	510	0	516	350	116	898	72	32	1	3063	87	1006	5.87
2/23/2017 6:00	56	511	510	0	516	352	136	965	72	37	104	3259	93	1006	6.66
2/23/2017 7:00	57	511	509	0	516	352	136	960	72	38	141	3292	100	1005	7.14
2/23/2017 8:00	57	511	510	0	516	352	136	1015	72	38	140	3347	93	1005	7.65
2/23/2017 9:00	56	511	510	0	516	352	136	981	72	38	141	3313	93	1005	8.69
2/23/2017 10:00	56	511	510	0	515	350	136	914	72	37	140	3241	93	1004	8.63
2/23/2017 11:00	57	509	507	0	513	349	136	991	72	38	136	3308	93	1003	9.36
2/23/2017 12:00	56	509	506	0	514	350	135	929	72	38	125	3234	93	1003	9.46
2/23/2017 13:00	56	509	507	0	514	350	135	918	72	36	119	3216	93	1003	10.37
2/23/2017 14:00	55	510	508	0	514	350	135	899	72	29	115	3187	93	1002	11.58
2/23/2017 15:00	54	510	508	0	513	351	134	944	72	23	100	3209	93	1003	11.81
2/23/2017 16:00	56	509	507	0	515	348	133	1080	72	13	70	3303	93	1003	12.27
2/23/2017 17:00	56	508	508	0	516	350	141	1070	72	12	43	3276	82	1003	13.36
2/23/2017 18:00	56	509	508	0	516	351	214	1240	72	9	40	3515	93	1003	14.59
2/23/2017 19:00	57	509	508	0	516	352	142	1181	72	6	30	3373	52	1003	17.33
2/23/2017 20:00	57	510	509	0	516	352	214	1333	72	3	23	3589	48	1004	17.56
2/23/2017 21:00	57	511	509	0	514	352	146	1264	72	8	24	3457	51	1005	16.18
2/23/2017 22:00	57	511	509	0	515	352	139	975	72	6	38	3174	58	1007	13.81
2/23/2017 23:00	57	512	510	0	517	352	137	1201	72	5	41	3404	62	1008	11.15
2/24/2017 0:00	57	512	510	0	516	350	242	1330	72	5	58	3652	66	1009	9.16
2/24/2017 1:00	57	511	510	0	516	358	137	1030	72	11	86	3288	70	1011	7.74
2/24/2017 2:00	57	512	510	0	516	382	138	919	72	10	99	3215	86	1011	6.37
2/24/2017 3:00	56	513	510	0	516	382	139	843	72	13	95	3139	75	1012	5.53
2/24/2017 4:00	57	513	511	0	517	382	139	853	72	21	50	3115	75	1012	5.11
2/24/2017 5:00	57	512	510	0	517	380	138	851	72	20	26	3083	86	1012	4.89
2/24/2017 6:00	57	512	510	0	517	382	139	912	72	26	30	3157	80	1012	4.09
2/24/2017 7:00	57	512	510	0	517	382	139	926	72	28	31	3174	80	1013	3.86
2/24/2017 8:00	57	512	509	0	517	382	212	1295	72	28	20	3604	80	1012	3.33
2/24/2017 9:00	57	510	508	0	516	381	141	1019	72	27	5	3236	80	1012	3.63
2/24/2017 10:00	57	512	508	0	516	381	139	1085	72	25	2	3297	80	1012	3.62
2/24/2017 11:00	57	511	508	0	516	381	224	1129	72	16	0	3414	86	1009	4.12
2/24/2017 12:00	57	511	508	0	517	381	130	919	72	16	4	3115	80	1009	4.36
2/24/2017 13:00	57	511	508	0	516	381	150	1200	72	6	5	3406	93	1009	4.56
2/24/2017 14:00	57	511	508	0	517	379	305	1238	72	9	9	3605	93	1009	4.57
2/24/2017 15:00	57	511	509	0	517	381	154	1191	72	11	13	3416	93	1007	4.35
2/24/2017 16:00	56	511	508	0	510	381	133	1073	72	12	36	3292	93	1007	4.59
2/24/2017 17:00	56	510	509	0	509	381	137	998	72	17	39	3228	93	1007	5.2
2/24/2017 18:00	57	511	509	0	513	380	137	894	72	26	31	3130	93	1006	4.99
2/24/2017 19:00	56	511	509	0	516	381	137	897	72	36	34	3149	93	1006	5.18
2/24/2017 20:00	56	511	508	0	516	381	136	1014	72	35	26	3255	87	1004	5.33
2/24/2017 21:00	56	510	509	0	514	382	136	964	72	35	12	3190	93	1005	5.38
2/24/2017 22:00	56	511	509	0	516	379	136	998	72	36	8	3221	93	1005	5.58
2/24/2017 23:00	57	511	509	0	516	381	136	924	72	39	21	3166	93	1005	5.38
2/25/2017 0:00	57	511	509	0	514	381	134	885	72	39	2	3104	93	1005	5.17
2/25/2017 1:00	57	511	508	0	516	381	137	839	72	39	34	3094	93	1002	4.76
2/25/2017 2:00	57	510	508	0	516	380	136	904	72	36	110	3229	100	1003	4.57
2/25/2017 3:00	57	510	508	0	513	379	136	834	72	37	1	3047	100	1002	4.18
2/25/2017 4:00	57	511	509	0	515	384	136	805	72	35	0	3024	100	1001	3.39
2/25/2017 5:00	2	511	508	0	516	411	136	865	72	32	91	3144	100	1003	3.42
2/25/2017 6:00	0	512	509	0	516	411	136	953	72	30	126	3265	100	999	3.41
2/25/2017 7:00	0	512	509	0	516	411	137	932	72	35	119	3243	100	1000	3.4
2/25/2017 8:00	0	511	509	0	516	410	138	968	72	35	119	3278	100	1000	3.41
2/25/2017 9:00	0	512	509	0	516	410	139	923	72	31	104	3216	100	999	3.64
2/25/2017 10:00	0	511	508	0	515	411	139	923	73	38	118	3236	93	998	4.4
2/25/2017 11:00	0	511	510	0	516	411	136	905	73	36	137	3235	100	997	4.66
2/25/2017 12:00	0	511	510	0	516	410	131	955	73	34	141	3281	100	997	4.63
2/25/2017 13:00	0	511	508	0	516	409	131	975	73	38	139	3300	93	996	6.87
2/25/2017 14:00	0	511	508	0	516	410	131	977	73	39	139	3304	93	996	6.78
2/25/2017 15:00	0	511	508	0	515	409	131	996	73	39	137	3319	93	998	6.79
2/25/2017 16:00	0	510	506	0	515	408	130	968	73	39	136	3285	93	997	6.54
2/25/2017 17:00	41	509	506	0	515	406	131	997	73	39	140	3357	70	998	6.75
2/25/2017 18:00	57	510	506	0	515	407	134	951	73	39	137	3329	70	999	7.16
2/25/2017 19:00	57	510	507	0	515	408	134	1003	73	39	136	3382	100	998	7.36
2/25/2017 20:00	57	510	507	0	515	409	134	932	73	38	135	3310	84	999	6.99
2/25/2017 21:00	57	511	507	0	514	407	134	941	73	36	124	3304	65	1000	5.39
2/25/2017 22:00	57	511	508	0	514	409	134	942	73	35	132	3315	55	1000	4.38
2/25/2017 23:00	57	510	508	0	515	432	135	873	73	37	110	3250	59	1001	2.77
2/26/2017 0:00	57	511	508	0	514	437	134	870	73	38	108	3250	55	1002	1.76
2/26/2017 1:00	57	511	508	0	514	438	136	875	73	35	100	3247	55	1006	1.17
2/26/2017 2:00	57	511	508	0	514	438	136	822	73	34	97	3190	75	1007	0.16
2/26/2017 3:00	57	511	509	0	515	438	137	815	73	27	88	3170	74	1007	-0.41
2/26/2017 4:00	57	510	509	0	515	439	137	837	73	22	4	3103	75	1008	-0.84
2/26/2017 5:00	57	511	509	0	516	439	136	838	73	23	87	3189	63	1008	-1.36
2/26/2017 6:00	57	512	509	0	516	439	136	1017	73	13	94	3366	63	1010	-1.89
2/26/2017 7:00	57	511	509	0	516	439	136	1044	73	17	91	3393	68	1011	-2.35
2/26/2017 8:00	57	512	509	0	516	437	136	937	73	20	75	3272	54	1011	-2.34
2/26/2017 9:00	57	511	509	0	515	439	136	898	72	26	72	3235	54	1012	-2.86
2/26/2017 10:00	57	512	508	0	515	439	136	917	70	24	46	3224	54	1013	-3.1
2/26/2017 11:00	57	511	509	0	515	440	136	900	71	26	59	3224	54	1013	-2.86
2/26/2017 12:00	57	512	509	0	515	438	136	909	71	32	40	3219	68	1015	-2.9
2/26/2017 13:00	57	512	509	0	515	440	136	909	71	33	55	3237	73	1015	-2.46
2/26/2017 14:00	57	511	509	0	515	439	136	901	71	36	4	3179	73	1015	-2.25
2/26/2017 15:00	57	511	509	0	515	439	136	919	71	37	0	3194	63	1016	-1.44
2/26/2017 16:00	57	512	509	0	515	439	136	971	71	38	1	3249	79	1017	-0.66
2/26/2017 17:00	57	511	509	0	515	439	136	944	71	39	46	3267	69	1017	-0.26
2/26/2017 18:00	56	511	508	0	514	472	127	1037	71	39	108	3443	69	1018	-0.03
2/26/2017 19:00	57	512	509	0	515	474	127	909	71	39	139	3352	55	1018	0.97
2/26/2017 20:00	57	512	509	0	516	475	130	927	71	39	135	3371	47	1017	1.36
2/26/2017 21:00	56	512	509	0	516	474	131	996	71	39	100	3404	55	1017	1.75
2/26/2017 22:00	56	512	510	0	515	476	131	934	71	39	144	3388	47	1016	1.73
2/26/2017 23:00	57	513	509	0	514	475	132	904	71	39	85	3299	59	1017	1.13
2/27/2017 0:00	57	513	509	0	513	473	138	931	71	39	0	3244	59	1017	1.13
2/27/2017 1:00	57	512	509	0	514	472	140	933	71	39	0	3247	55	1016	0.73
2/27/2017 2:00	57	512	510	0	514	474	140	934	71	39	0	3251	64	1017	0.95
2/27/2017 3:00	57	512	509	0	516	476	140	947	71	39	0	3267	64	1017	1.55
2/27/2017 4:00	57	512	509	0	516	477	140	948	71	38	1	3269	69	1017	2.14
2/27/2017 5:00	57	512	509	0	516	476	140	942	71	34	35	3292	69	1017	2.39
2/27/2017 6:00	57	513	510	0	516	476	140	995	71	32	79	3389	69	1017	2.39
2/27/2017 7:00	57	512	510	0	516	476	139	1028	71	25	132	3466	64	1017	2.9
2/27/2017 8:00	57	511	508	0	516	475	139	967	71	15	104	3363	64	1017	3.14
2/27/2017 9:00	56	512	509	0	516	475	139	1086	71	17	92	3473	60	1018	3.14
2/27/2017 10:00	56	513	509	0	516	475	139	1026	71	15	99	3419	64	1018	3.14
2/27/2017 11:00	56	513	510	0	516	475	140	924	71	14	106	3325	69	1019	2.66
2/27/2017 12:00	56	513	509	0	516	474	140	1016	71	17	84	3396	69	1019	2.14
2/27/2017 13:00	57	513	509	0	516	476	140	975	71	13	79	3349	69	1021	2.16
