WHITBYCGS	PICKERINGA-G1	PICKERINGA-G3	PICKERINGB-G5	PICKERINGB-G6	PICKERINGB-G8	BECK1	BECK2	DECEWFALLS	GRAND VALLEY 3	GRANDSF	GRANDWF	SUM	Humidity	Pressure	Temperature
57	512	0	0	516	510	134	980	72	12	11	87	3409	86	1026	275.15
57	512	0	0	516	516	134	913	72	16	10	97	3361	86	1027	275.53
57	512	0	0	516	511	130	969	72	26	4	89	3404	86	1027	275.74
57	512	0	0	516	508	130	914	72	24	0	84	3335	93	1027	276.36
56	512	0	0	515	508	129	963	72	23	0	72	3368	86	1028	276.54
57	512	0	0	513	509	130	902	72	27	0	98	3338	80	1028	276.53
57	512	0	0	514	507	130	961	72	31	0	78	3380	80	1028	276.73
57	511	0	0	512	508	131	901	72	34	0	75	3319	80	1028	276.54
57	509	0	0	512	506	88	896	72	34	0	25	3217	80	1028	277.15
57	509	0	0	514	502	83	908	72	34	0	0	3197	86	1028	276.15
57	509	0	0	511	514	87	989	72	33	0	0	3290	80	1028	275.55
57	509	0	0	508	515	87	994	72	31	0	1	3292	87	1029	275.35
57	509	0	0	509	516	87	838	72	32	0	34	3172	86	1029	275.35
57	510	0	0	515	516	88	873	72	31	0	1	3181	87	1028	274.62
57	511	0	0	516	516	90	898	72	32	0	45	3255	80	1028	274.62
57	511	0	0	515	515	89	968	72	33	2	2	3282	80	1027	274.62
57	508	0	0	514	514	89	941	72	32	12	63	3320	83	1027	274.11
57	508	0	0	513	512	165	1302	72	29	21	44	3741	86	1025	274.15
57	508	0	0	514	514	303	1351	72	28	25	32	3922	90	1025	274.14
57	510	0	0	515	513	153	1328	72	31	44	30	3771	90	1025	274.14
57	509	0	0	515	512	134	907	72	30	57	24	3335	96	1024	274.18
57	509	0	0	514	513	134	795	72	26	68	24	3230	96	1024	274.96
57	509	0	0	515	513	147	1235	72	25	62	20	3673	93	1023	275.15
57	509	0	0	514	513	315	1428	72	21	68	21	4036	86	1023	275.76
57	509	0	0	515	513	317	1440	72	19	44	19	4023	86	1022	276.39
57	509	0	0	515	514	256	1396	72	19	21	18	3895	86	1022	277
57	509	0	0	516	514	115	908	72	17	4	12	3242	93	1021	277.27
57	509	0	0	516	514	129	1101	72	18	1	10	3445	93	1021	277.46
57	509	0	0	516	514	129	896	72	23	0	21	3255	75	1019	278
57	510	0	0	516	514	132	909	72	24	0	70	3322	86	1018	278.23
57	510	0	0	514	513	129	969	72	23	0	72	3377	81	1017	278.78
57	511	0	0	516	515	180	990	72	22	0	53	3434	80	1017	279.21
57	511	0	0	516	515	134	835	72	21	0	93	3272	80	1017	278.99
57	512	0	0	516	515	135	872	72	23	0	39	3259	86	1016	278.38
57	512	0	0	517	516	136	942	72	28	0	79	3377	86	1016	278.78
57	512	0	0	517	516	136	936	72	23	0	85	3379	81	1016	278.75
57	512	0	0	514	516	135	907	72	21	0	66	3328	87	1015	278.39
57	511	0	0	517	516	138	938	72	14	0	8	3341	93	1015	278.62
57	511	0	0	517	516	191	1011	72	13	0	42	3498	93	1013	278.89
56	512	0	0	517	516	277	1001	72	16	1	59	3673	93	1013	278.89
56	512	0	0	517	516	180	974	72	12	2	44	3711	93	1013	278.63
56	512	0	0	517	516	136	900	72	10	11	45	3704	93	1013	278.63
56	512	0	0	516	516	133	1029	72	9	21	47	3837	93	1011	278.85
56	512	0	0	516	516	154	1249	72	7	35	46	4092	100	1012	278.63
57	512	0	0	515	515	133	1098	72	8	45	44	3926	93	1012	278.4
56	512	0	0	516	515	134	1129	72	10	59	75	4008	100	1012	279.39
57	512	0	0	516	516	135	999	72	15	60	73	3882	100	1012	279.39
56	512	0	0	530	515	141	1049	72	16	65	55	3937	100	1012	279.97
56	510	0	0	517	516	152	1212	72	12	62	47	4087	100	1012	281.22
56	512	0	0	515	515	136	1004	72	13	51	36	3844	100	1012	282.37
56	512	0	0	516	515	133	978	72	6	0	46	3770	100	1012	284
56	512	0	0	517	516	133	1028	72	9	0	26	3802	87	1012	285.18
56	512	0	0	516	514	133	919	72	10	0	32	3697	93	1012	286.22
56	512	0	0	516	515	133	1038	72	5	0	19	3801	93	1011	286.42
57	511	0	0	517	516	217	1035	72	4	0	18	3917	87	1011	286.58
56	512	0	0	517	515	184	1137	72	4	0	17	3659	93	1012	286.32
57	512	0	0	516	515	162	1019	72	3	0	17	3391	87	1012	285.89
57	512	0	0	517	515	143	1101	72	1	0	4	3440	93	1012	284.59
57	512	0	0	516	515	134	938	72	0	0	0	3262	87	1012	284.37
57	511	0	0	516	515	134	863	72	3	0	1	3190	93	1012	283.54
56	511	0	0	516	514	136	908	72	3	0	4	3238	93	1013	283.49
56	512	0	0	516	513	143	918	72	4	0	8	3284	100	1013	283.47
56	512	18	0	516	515	167	938	72	7	0	23	3402	100	1012	282.96
56	512	31	0	517	515	267	1098	72	7	0	24	3679	93	1012	283.17
57	512	73	0	517	515	141	1127	72	9	2	9	3638	93	1012	282.41
57	512	86	0	517	515	139	1050	72	11	5	29	3645	93	1012	281.64
57	512	88	0	517	515	151	1056	72	14	14	44	3930	87	1012	279.89
57	512	87	0	517	514	139	951	72	14	35	57	3841	93	1012	279.39
57	512	90	0	528	515	140	977	72	10	41	61	3891	87	1013	278.61
57	512	92	0	521	515	139	1033	72	9	43	45	3926	87	1014	278.56
57	511	188	0	517	515	138	903	72	9	71	26	3895	81	1014	278.56
57	512	360	0	517	516	138	977	72	11	73	22	4151	81	1015	278.36
57	512	358	0	517	516	137	1047	72	13	33	13	3844	81	1015	278.36
56	512	358	0	517	516	136	917	72	14	38	12	3758	75	1016	279.35
56	511	359	0	517	515	136	970	72	14	6	18	3904	75	1016	279.36
57	512	360	0	517	515	136	1024	72	14	0	14	4150	87	1010	282.396
57	511	360	0	517	516	222	1255	72	18	0	14	4476	62	1015	281.74
56	512	359	0	517	516	243	1037	72	22	0	18	4298	62	1015	281.74
56	512	360	0	517	515	240	1036	72	22	0	24	4358	66	1016	281.35
56	512	360	0	507	515	137	878	72	18	0	21	4011	61	1017	281.16
57	512	407	0	502	516	138	839	72	11	0	14	4000	70	1018	280.34
57	512	442	0	502	516	138	837	72	14	0	5	3699	75	1018	279.37
57	512	444	0	507	516	137	920	72	14	0	14	3711	70	1020	278.74
57	513	444	0	515	516	138	885	72	12	0	21	3691	75	1020	277.76
56	512	444	0	516	516	137	881	72	6	0	37	3695	73	1021	276.88
56	511	444	0	516	514	208	1113	72	3	0	60	4015	73	1021	276.12
56	512	444	0	515	516	272	1148	72	0	0	29	4082	65	1022	276.12
56	512	444	0	516	516	303	1052	72	0	5	15	4009	80	1022	275.62
56	512	444	0	516	515	161	1077	72	0	30	13	3914	65	1022	275.88
57	512	444	0	516	516	312	1172	72	0	64	1	4184	65	1023	275.61
57	512	444	0	516	515	310	1104	72	0	90	0	4138	52	1023	275.73
57	511	443	0	515	515	142	1045	72	0	98	0	3930	56	1023	275.13
57	512	443	0	516	516	169	1185	72	0	91	2	4156	56	1023	274.1
57	511	444	0	516	516	277	1126	72	1	75	4	4352	60	1023	273.91
57	512	444	0	516	516	139	962	72	2	73	5	4466	69	1024	275.12
57	511	443	0	516	516	140	951	72	3	72	7	4594	69	1025	276.57
57	511	441	0	515	514	303	1154	72	3	51	5	4978	56	1025	277.94
57	511	441	0	515	515	197	1131	72	3	31	0	4793	52	1026	279.32
57	510	441	0	516	515	190	1151	72	13	12	0	4792	56	1026	280.15
57	510	443	0	516	515	180	1117	72	14	1	4	4742	52	1025	280.76
57	511	443	0	516	513	279	1227	72	11	0	4	4614	52	1025	281.53
57	510	444	0	516	515	212	1003	72	8	0	10	4278	48	1025	281.14
57	510	444	0	515	515	152	1021	72	9	0	24	3927	56	1025	281.17
56	511	443	0	514	508	138	999	72	12	0	28	3799	52	1025	281.17
56	511	443	0	514	502	138	1009	72	11	0	35	3809	56	1025	280.56
56	511	442	0	516	504	136	899	72	13	0	21	3688	48	1025	280.15
57	511	444	0	516	504	137	880	72	19	0	27	3685	65	1026	278.75
57	510	444	0	516	504	138	853	72	19	0	13	3644	60	1026	278.14
56	510	443	0	513	503	140	896	72	27	0	45	3723	64	1026	277.38
56	509	444	0	516	504	138	914	72	24	0	31	3726	64	1025	276.61
56	511	444	0	516	504	138	941	72	31	0	38	3769	67	1025	276.4
56	511	443	0	516	505	140	844	72	33	1	73	3712	64	1025	276.38
56	510	443	0	515	514	140	946	72	35	9	103	3875	74	1026	275.38
56	510	441	0	515	513	140	869	72	37	19	111	3905	69	1026	275.13
57	510	441	0	515	512	138	911	72	35	19	46	4150	55	1025	274.35
57	510	450	0	515	513	135	985	72	36	12	68	4247	69	1025	274.88
57	508	473	0	515	513	134	898	72	37	4	43	4148	69	1025	274.88
57	508	471	0	514	512	135	973	72	38	3	59	4236	69	1025	274.94
56	508	469	0	513	511	136	969	72	38	2	75	4243	69	1024	275.15
56	508	468	0	513	511	136	955	72	38	3	79	4233	69	1024	275.75
56	507	466	0	513	510	135	1010	72	38	2	104	4307	74	1023	276.16
56	508	468	0	513	511	234	1263	72	37	0	128	4350	74	1024	276.57
56	508	468	0	514	510	136	991	72	37	0	102	3912	69	1023	276.57
56	508	469	0	514	511	141	880	72	23	0	74	3766	59	1021	276.2
56	509	470	0	514	510	140	882	72	21	0	104	3796	74	1021	276.37
56	509	470	0	515	512	128	947	72	19	0	119	3865	47	1018	276.12
57	509	472	0	514	513	113	887	72	15	0	115	3785	64	1019	275.39
57	508	471	0	514	511	139	903	72	14	0	98	3805	68	1018	274.21
57	507	472	0	511	509	138	832	72	12	0	96	3724	76	1018	273.97
57	508	475	0	514	510	138	892	72	8	0	102	3804	76	1017	273.98
57	508	478	0	513	511	138	906	72	5	0	51	3768	76	1017	273.74
57	509	480	0	512	511	138	878	72	5	0	50	3808	100	1015	273.56
57	507	478	0	514	511	138	842	72	1	0	47	3831	92	1016	274.13
56	509	480	0	512	511	138	794	72	0	0	33	3893	93	1014	274.12
56	509	479	0	514	511	145	970	72	1	0	28	4219	93	1015	274.12
2	509	479	0	514	511	263	1111	72	1	0	0	4488	100	1011	274.38
0	508	480	0	513	511	310	1173	72	2	0	0	4699	100	1011	274.49
0	508	481	0	514	510	313	1260	72	2	0	0	4816	93	1011	275.15
0	509	480	0	515	511	314	1180	72	3	0	0	5033	93	1009	275.37
0	509	480	0	514	512	315	1267	72	0	0	0	5200	93	1009	275.37
0	508	479	0	514	511	315	1187	72	0	0	0	5019	100	1008	275.38
0	508	480	0	514	511	282	1252	72	0	0	0	5007	100	1008	275.56
0	509	479	0	515	512	191	1149	72	0	0	0	4813	100	1009	275.56
55	508	479	0	515	512	206	1205	72	0	0	0	4929	93	1008	275.99
57	508	478	0	513	512	139	1015	72	0	0	0	4634	93	1008	276.16
56	507	479	0	515	510	140	985	72	0	0	0	4570	100	1007	276.38
56	509	480	0	515	512	140	893	72	1	0	0	4157	93	1007	276.8
57	510	483	0	515	512	188	1054	72	1	0	0	4329	93	1007	277.01
57	510	494	0	515	512	161	1060	72	0	0	0	4317	100	1005	277.14
56	511	496	0	515	514	137	969	72	0	0	28	3903	93	1007	276.95
56	511	495	0	515	514	136	861	72	0	0	136	3814	93	1006	277.16
56	510	495	0	515	514	135	1005	72	0	0	135	3955	93	1006	277.16
57	510	496	0	515	513	136	1014	72	0	0	124	3955	93	1007	277.15
56	512	495	0	514	514	247	1122	72	0	0	102	4152	93	1007	276.55
56	511	495	0	514	513	179	989	72	0	0	80	3927	93	1009	276.17
57	511	494	0	513	514	137	1024	72	0	0	61	3901	93	1009	275.55
57	512	494	0	514	514	136	1035	72	0	0	52	3904	86	1009	275.38
57	511	496	0	515	515	137	968	72	0	0	35	3824	93	1009	275.38
57	511	495	0	515	515	97	1010	72	0	1	21	3812	93	1009	275.14
57	512	495	0	515	515	85	1038	72	0	1	18	3826	93	1011	275.15
57	511	493	0	515	514	84	1097	72	1	5	14	3881	86	1011	275.14
57	511	495	0	515	514	90	1066	72	8	12	18	3882	86	1012	275.14
57	509	494	0	515	513	138	1041	72	7	20	18	3918	95	1012	274.88
57	510	494	0	513	513	138	1051	72	10	20	16	4030	95	1013	274.88
57	508	494	0	516	514	137	1123	72	12	21	11	4196	96	1014	275.13
57	510	495	0	516	513	138	1035	72	14	39	9	4332	96	1016	275.15
57	510	495	0	515	514	138	1029	72	15	57	4	4341	86	1016	275.33
56	510	505	0	516	514	138	1042	72	18	62	5	4375	86	1017	275.54
57	511	506	0	516	514	137	1128	72	15	53	12	4457	92	1017	276.35
57	511	506	0	515	513	223	1265	72	11	36	54	4712	92	1017	277.32
56	511	505	0	516	514	96	1091	72	17	17	72	4401	90	1017	278.73
56	511	505	0	516	513	87	1063	73	16	1	59	4333	65	1017	278.94
56	511	505	0	516	513	179	1179	73	13	0	40	4513	61	1017	280.14
56	511	505	0	516	512	140	1062	73	14	0	38	4027	61	1017	281.32
57	511	505	0	516	514	142	1042	73	20	0	69	3967	57	1017	282.11
56	512	504	0	516	513	140	1007	73	13	0	50	3902	40	1018	282.32
57	512	504	0	516	513	110	998	73	10	0	33	3844	40	1018	282.11
57	512	505	0	514	514	90	1004	73	24	0	10	3821	75	1019	280.55
57	512	505	0	516	514	90	1063	73	30	0	12	3890	73	1019	279.13
57	511	505	0	516	514	90	1074	73	32	0	15	3905	36	1020	278.69
56	511	505	0	509	514	90	1041	73	36	0	2	3855	86	1020	277.1
56	510	505	0	502	514	90	1066	73	31	0	40	3905	93	1020	276.08
56	511	505	0	502	514	97	997	73	20	0	52	3845	65	1020	276.34
56	511	505	0	503	514	197	1027	73	11	5	54	3974	77	1020	274.86
56	512	506	0	503	514	141	1001	73	8	30	34	3896	86	1020	274.59
57	511	504	0	503	513	141	901	73	4	61	4	3790	71	1020	274.59
57	510	505	0	503	507	140	1064	73	3	89	3	3972	71	1020	274.32
56	511	505	0	503	508	140	1043	73	8	98	17	3980	86	1020	274.83
56	511	505	0	501	512	140	998	73	16	97	26	3953	84	1020	275.83
56	513	505	0	502	514	140	1071	73	19	97	46	4054	86	1021	275.31
56	512	505	0	502	514	140	991	73	25	96	61	3996	86	1021	276.52
57	512	506	0	502	514	141	991	73	10	82	3	3966	70	1021	279.53
57	511	505	0	502	513	140	1072	73	7	43	1	4074	89	1020	282.74
56	510	505	0	503	512	140	985	73	11	45	61	4125	61	1021	284.36
56	511	504	0	503	514	140	1071	73	11	14	83	4207	44	1020	286.34
56	510	504	0	503	514	161	1044	73	4	1	68	4166	44	1020	287.15
56	510	504	0	502	514	256	1178	73	1	0	37	4366	66	1020	285.99
57	511	505	0	503	514	141	994	73	0	0	32	4058	58	1019	287.38
57	511	505	0	516	514	160	1016	73	0	0	31	4111	38	1019	288.13
56	511	505	0	515	514	141	942	73	0	0	3	3821	41	1018	288.13
57	511	505	0	515	513	140	978	73	3	0	0	3813	36	1018	287.31
57	511	506	0	516	514	141	917	73	3	0	0	3756	38	1018	285.89
57	511	506	0	516	515	140	998	73	0	0	0	3834	41	1018	284.28
57	511	506	0	516	515	140	987	73	1	0	1	3825	66	1018	282.34
56	511	506	0	516	514	140	994	73	1	0	5	3834	66	1018	281.61
56	511	506	0	516	514	140	987	73	3	0	1	3825	61	1019	280.58
56	511	506	0	516	515	138	1061	73	2	1	3	3900	81	1018	278.85
57	511	504	0	516	515	138	923	73	20	2	33	3810	65	1018	278.84
57	512	505	0	516	515	138	942	73	28	17	69	3890	81	1018	278.1
57	510	505	0	516	514	138	1031	73	23	48	58	3991	61	1017	278.84
57	511	503	0	515	514	138	1029	73	21	46	33	3958	70	1016	278.34
57	510	502	0	515	514	137	1033	73	30	35	4	3928	70	1017	278.87
57	510	502	0	515	514	138	1045	73	36	55	0	3963	65	1017	279.16
57	510	501	0	515	513	138	1088	73	38	49	1	4001	87	1018	279.51
57	508	498	0	515	512	137	1061	73	35	38	20	3972	61	1017	280.11
56	509	498	0	514	512	138	1070	73	36	20	26	3970	88	1016	280.35
56	508	498	0	515	510	137	1040	73	36	23	1	3915	65	1015	281.21
56	508	498	0	514	511	139	974	73	38	15	59	3903	53	1015	282.58
56	509	498	0	515	512	139	980	73	38	3	42	3883	75	1014	284.01
56	509	499	0	515	512	139	1075	73	38	0	19	3953	75	1013	284.62
56	509	499	0	513	511	139	990	73	36	0	8	3852	61	1012	283.66
56	507	497	0	513	504	138	843	73	38	0	7	3694	70	1010	283.85
56	508	496	0	514	498	140	944	73	39	0	3	3789	53	1008	283.18
56	508	494	0	514	497	140	882	73	38	0	2	3722	53	1005	282.78
56	508	494	0	514	496	130	930	72	35	0	0	3753	53	1006	283.15
57	507	495	0	513	495	85	958	72	34	0	0	3734	43	1004	283.15
56	507	494	0	514	496	85	932	73	26	0	0	3701	88	1004	284.15
56	508	495	0	514	497	85	934	72	18	0	0	3697	70	1003	283.6
56	508	495	0	514	498	85	905	72	13	0	1	3665	46	1002	283.39
57	509	495	0	514	499	85	981	72	7	0	1	3738	81	1002	280.95
56	509	498	0	515	490	137	1114	72	7	0	30	3946	93	999	279.93
56	510	500	0	515	489	137	1087	73	7	1	78	3971	93	998	279.72
56	511	502	0	515	490	137	1161	73	8	11	137	4119	93	996	279.92
57	510	503	0	521	494	137	1153	73	7	9	131	4083	93	995	280.41
57	511	503	0	522	497	137	1140	73	6	11	98	4053	93	995	280.66
57	511	503	0	515	497	137	1131	73	7	32	95	4077	100	994	280.41
56	512	503	0	516	495	138	1051	73	13	82	127	4084	93	994	280.38
22	510	504	0	515	496	204	1171	73	28	25	123	4187	93	994	280.16
0	512	503	0	515	496	235	1354	73	38	9	123	4373	100	994	280.57
0	511	503	0	515	502	208	982	73	37	7	125	3977	100	994	281.47
0	510	501	0	515	505	305	1379	73	38	6	131	4477	100	994	282.43
1	510	498	0	512	509	153	1025	73	39	4	125	3959	100	994	282.61
0	510	498	0	513	509	299	1351	73	39	2	119	4425	100	994	282.9
0	509	498	0	514	509	136	1005	73	39	0	134	3929	100	994	283.27
0	509	498	0	514	510	139	882	73	38	0	138	3813	100	994	283.17
0	509	498	0	513	509	149	936	73	37	0	134	3870	100	995	282.15
0	510	500	0	515	511	138	920	73	25	0	134	3838	87	995	281.75
0	511	501	0	515	512	138	905	73	23	0	106	3797	81	998	280.76
0	511	501	0	515	510	139	942	73	22	0	98	3823	81	999	280.41
0	511	502	0	515	512	139	1047	73	14	0	95	3922	81	1001	279.79
0	511	502	0	515	512	140	897	73	12	0	55	3731	81	1002	279.37
0	511	503	0	514	513	139	803	73	15	0	44	3629	75	1005	279.16
0	511	502	0	515	513	140	859	73	16	0	24	3667	81	1005	278.9
0	512	503	0	513	513	139	836	72	17	0	5	3626	75	1006	278.9
0	512	503	0	515	513	139	879	71	17	0	10	3675	70	1008	278.36
0	512	503	0	515	513	245	1172	71	10	2	5	4120	70	1008	277.63
0	512	503	0	515	513	142	1159	71	9	15	1	4020	80	1009	277.39
0	512	504	0	514	513	151	1034	71	5	30	7	3920	80	1009	277.64
0	512	504	0	515	513	155	1223	71	3	52	4	4144	75	1011	277.88
0	512	503	0	515	513	155	1162	71	1	64	0	4092	75	1012	277.88
0	511	505	0	515	513	144	1020	71	0	64	5	3943	75	1013	278.13
0	512	505	0	515	512	139	953	71	3	65	10	3856	75	1014	278.15
0	512	504	0	515	514	138	985	71	9	33	12	3846	75	1015	278.36
0	512	503	0	516	514	138	960	71	14	38	32	3832	75	1015	278.75
0	511	504	0	515	514	138	900	71	16	51	32	3767	70	1015	279.12
0	510	504	0	515	513	137	1110	71	23	30	77	4005	65	1015	280.12
0	512	505	0	516	514	137	1055	71	20	10	126	3981	65	1015	280.74
0	512	503	0	516	515	138	874	71	17	2	140	3803	70	1015	281.35
0	512	504	0	515	515	138	881	71	29	0	144	3824	70	1015	281.35
0	511	504	0	515	513	138	821	71	33	0	145	3766	70	1014	280.94
0	510	503	0	515	513	138	899	71	25	0	143	3831	70	1013	280.15
0	510	499	0	514	512	138	843	71	39	0	80	3720	65	1012	280.15
0	509	497	0	514	511	136	787	71	38	0	18	3594	70	1012	279.73
0	510	500	0	513	512	137	821	71	39	0	0	3616	75	1011	279.55
0	511	502	0	515	512	136	853	71	31	0	0	3645	70	1011	279.15
0	511	502	0	515	512	137	777	71	5	0	0	3544	75	1010	278.75
0	509	500	0	514	512	137	789	71	7	0	0	3552	80	1009	278.4
0	507	496	0	513	510	136	827	71	35	0	5	3612	80	1008	278.66
0	506	493	0	512	508	136	920	71	39	1	33	3730	75	1007	278.9
0	507	493	0	513	509	157	859	72	38	1	56	3717	75	1005	279.15
0	507	492	0	513	509	226	990	72	35	4	30	3890	81	1002	279.15
0	506	494	0	513	509	218	1268	72	31	4	20	4146	80	1001	278.92
0	507	494	0	513	510	301	1303	72	24	4	8	4248	81	999	279.15
0	508	494	0	513	509	222	1233	72	25	11	9	4108	81	1000	279.4
0	506	493	0	513	508	166	816	72	29	35	15	3665	87	999	279.15
0	508	493	0	513	509	298	858	72	30	12	11	3816	93	997	279.15
0	508	496	0	515	511	297	1037	72	35	12	32	4044	93	997	279.1479164
0	510	499	0	515	512	158	1124	72	38	10	65	4071	93	997	279.14
0	511	503	0	515	512	138	1114	72	38	5	120	4130	93	996	279.54
0	512	504	0	515	513	138	1124	72	38	3	128	4203	93	995	279.34
0	512	504	0	515	514	137	1100	72	39	1	136	4304	100	995	279.77
0	511	502	0	515	514	138	996	72	39	0	128	4649	100	994	280.38
0	511	503	0	515	514	139	934	72	39	0	94	4629	93	993	279.75
0	511	502	0	515	512	138	968	72	39	0	70	4595	87	993	279.13
0	511	502	0	514	514	138	826	72	39	0	53	4437	87	992	278.93
0	511	502	0	515	513	138	835	73	39	0	0	4394	87	992	278.33
0	511	502	0	515	513	139	796	73	15	0	0	4332	93	992	277.57
0	510	502	0	514	511	139	807	73	4	0	0	3784	93	994	276.64
0	510	502	0	514	513	139	835	73	4	0	0	3604	86	993	276.16
0	511	501	0	515	513	139	848	73	4	0	0	3618	86	994	275.55
0	512	501	0	515	513	139	853	73	4	0	0	3624	86	994	275.14
0	511	501	0	515	513	137	803	73	7	0	0	3574	96	994	274.4
0	511	501	0	515	513	137	995	73	27	0	1	3787	93	994	274.38
0	511	501	0	515	513	137	987	73	39	0	23	3813	93	995	274.38
0	511	502	0	515	513	137	929	73	39	1	100	3834	91	994	274.38
0	510	503	0	515	513	137	1101	73	39	2	113	4020	90	993	274.4
0	511	502	0	515	512	137	1032	73	39	3	105	3943	80	995	274.14
0	511	502	0	515	513	137	1111	73	39	13	1	3929	86	997	273.38
0	511	502	0	515	513	136	1130	72	39	23	0	3955	80	998	273.37
0	511	502	0	515	513	137	1124	72	33	23	0	3980	80	1000	273.15
0	511	502	0	515	513	137	1126	72	34	37	0	4002	84	1000	273.15
0	512	502	0	515	513	137	1114	72	5	55	0	4023	74	1001	273.13
0	511	502	0	515	512	137	1158	72	30	67	0	4136	74	1002	273.35
0	511	503	0	515	512	137	1092	72	39	59	0	4116	69	1003	273.33
0	511	503	0	515	514	137	1161	72	37	26	0	4191	74	1002	274.33
0	511	501	0	515	514	136	1198	72	34	3	43	4241	59	1003	274.71
0	511	504	0	515	512	244	1285	72	37	0	73	4481	59	1004	275.15
0	511	504	0	515	514	187	1152	72	35	0	70	4286	55	1004	275.94
0	511	504	0	516	514	163	1123	72	24	0	106	4246	48	1005	277.15
0	512	501	0	514	514	140	1052	72	16	0	4	4039	48	1005	277.36
0	512	502	0	516	515	140	1153	72	17	0	0	3986	41	1007	278.15
0	512	503	0	516	513	140	1099	72	15	0	0	3884	33	1007	278.15
0	512	504	0	516	515	140	984	72	8	0	0	3765	38	1008	276.94
0	512	503	0	514	515	139	992	72	18	0	0	3779	38	1009	276.73
0	511	504	0	514	514	140	999	72	19	0	2	3789	41	1009	276.12
0	512	504	0	515	514	137	999	72	18	0	15	3799	51	1010	275.88
0	512	504	0	514	515	139	1073	72	18	0	88	3948	59	1011	275.37
0	513	504	0	515	515	142	992	72	20	7	11	3805	51	1011	275.35
0	512	503	0	516	514	141	990	72	16	35	12	3825	55	1011	274.86
0	513	504	0	516	514	141	977	72	16	67	0	3833	55	1011	274.35
0	512	504	0	516	515	140	1049	72	19	86	3	3931	59	1012	273.86
0	510	503	0	516	515	141	1065	72	16	86	14	3951	59	1012	273.62
0	510	504	0	516	514	136	1044	72	13	98	8	3929	59	1013	273.86
0	509	503	0	515	514	136	982	72	7	66	1	3819	64	1014	273.55
0	509	503	0	516	514	136	989	72	4	10	0	3767	55	1015	274.96
0	510	503	0	516	513	136	983	72	5	34	0	3787	44	1015	276.36
0	510	502	0	516	514	136	1062	72	9	87	0	3923	38	1016	277.55
0	509	503	0	515	514	136	1091	72	5	54	1	3914	33	1016	278.51
0	510	504	0	517	514	136	1045	72	10	24	36	3882	22	1016	279.94
0	509	503	0	516	513	136	1076	72	9	2	73	3923	29	1016	281.13
0	510	503	0	516	514	139	956	72	11	0	87	3822	60	1015	281.98
0	510	504	0	515	514	138	1086	72	16	0	48	3917	60	1015	283.19
0	509	504	0	514	514	136	1065	72	25	0	69	3922	45	1015	283.56
0	509	504	0	514	515	134	1057	72	30	0	8	3858	52	1015	284.16
0	509	505	0	514	515	132	1090	72	31	0	0	3881	65	1015	284.37
0	510	504	0	516	515	132	1110	72	39	0	0	3913	65	1014	283.16
0	510	504	0	516	515	132	1094	72	24	0	0	3882	70	1015	281.33
0	510	504	0	516	515	132	1047	72	14	0	0	3825	75	1015	280.54
0	510	504	0	516	515	132	1125	72	33	0	0	3921	81	1015	279.11
0	509	504	0	516	513	133	1118	72	33	1	0	3912	86	1016	278.1
0	509	504	0	516	515	136	1030	72	33	1	0	3831	86	1016	276.85
0	508	505	0	516	515	137	983	72	32	6	0	3789	80	1016	276.58
0	509	504	0	515	515	137	979	72	35	17	0	3798	75	1016	277.08
0	510	505	0	516	513	138	1242	72	33	30	0	4074	80	1015	275.81
0	510	505	0	517	515	138	1239	72	27	43	0	4081	80	1016	275.58
0	509	505	0	516	515	138	1225	72	25	88	0	4108	86	1016	274.58
0	509	504	0	516	514	138	1276	72	18	92	0	4154	87	1017	274.33
0	508	504	0	517	515	138	1244	72	11	41	0	4065	69	1017	275.13
0	509	504	0	517	515	138	1328	72	7	21	0	4124	60	1017	277.56
0	509	504	0	517	515	138	1259	72	32	62	0	4123	56	1017	281
0	508	504	0	517	515	139	1236	72	37	68	0	4111	79	1017	282.78
0	508	504	0	515	515	139	1234	72	37	43	0	4082	79	1016	285.57
0	508	503	0	516	515	139	1035	72	37	20	0	3858	57	1016	286.59
0	508	503	0	516	515	139	1050	72	38	3	0	3858	57	1016	287.8
0	507	502	0	516	513	138	1027	72	38	0	9	3836	54	1015	288.57
0	507	503	0	516	514	137	1046	72	38	0	0	3847	54	1015	289.19
0	507	503	0	516	514	137	1009	72	27	0	0	3799	54	1014	289.19
0	509	503	0	514	514	137	1088	72	24	0	0	3874	54	1014	289.79
0	508	503	0	516	514	137	1025	72	27	0	0	3816	47	1013	290.16
0	510	503	0	516	514	137	1084	72	24	0	0	3875	70	1013	289.2
0	511	502	0	516	514	137	1091	72	27	0	0	3885	70	1013	287.19
0	510	503	0	513	514	138	1073	72	27	0	0	3865	75	1013	284.77
0	511	503	0	515	514	137	1069	72	27	0	0	3845	70	1013	282.9
0	511	503	0	516	513	137	1142	72	38	0	0	3938	70	1013	281.34
0	510	503	0	516	513	138	1129	72	38	0	22	3951	61	1013	281.59
0	509	502	0	516	514	137	992	72	35	4	103	3893	65	1013	281.1
0	508	503	0	516	514	137	979	72	36	17	142	3933	65	1013	280.59
0	509	503	0	516	513	138	1033	72	38	43	42	3915	65	1013	280.85
0	508	503	0	516	512	140	1054	72	38	73	0	3925	65	1012	280.85
0	509	502	0	516	514	140	1065	72	38	75	0	3939	66	1012	282.09
0	509	502	0	516	512	140	1092	72	37	92	1	3981	70	1012	282.14
