sum,Humidity,Pressure,Temperature
3802,78,996,282.245
3727,78,996,282.245
3739,78,996,282.245
3673,83,998,278.881
3750,83,998,278.881
3694,83,998,278.881
3764,84,999,276.849
3700,84,999,276.849
3646,84,999,276.849
3667,83,1000,275.72
3766,83,1000,275.72
3756,83,1000,275.72
3798,81,1002,274.471
3796,81,1002,274.471
3891,81,1002,274.471
3915,84,1004,273.66
3884,84,1004,273.66
3888,84,1004,273.66
3807,87,1006,277.146
3856,87,1006,277.146
3906,87,1006,277.146
3967,80,1007,280.474
4295,80,1007,280.474
4169,80,1007,280.474
4356,78,1009,279.715
4303,78,1009,279.715
4257,78,1009,279.715
4073,81,1012,275.767
3923,81,1012,275.767
3998,81,1012,275.767
3686,85,1014,273.49
3681,85,1014,273.49
3709,85,1014,273.49
3760,87,1015,272.384
3884,87,1015,272.384
3751,87,1015,272.384
3771,88,1017,271.772
3833,88,1017,271.772
3869,88,1017,271.772
3881,89,1021,270.297
3803,89,1021,270.297
3857,89,1021,270.297
3797,93,1022,272.782
3811,93,1022,272.782
3848,87,1022,272.949
3913,82,1022,275.707
4130,82,1022,275.707
3842,82,1022,275.707
3774,76,1022,275.682
3777,76,1022,275.682
3788,76,1022,275.682
3720,77,1022,272.223
3705,77,1022,272.223
3645,77,1022,272.223
3678,82,1021,271.97
3638,82,1021,271.97
3666,82,1021,271.97
3738,81,1019,272.597
3928,81,1019,272.597
4155,81,1019,272.597
3809,81,1016,273.343
3911,80,1020,273.5729968
4284,78,1035,273.9346667
4187,78,1034,274.1363333
4135,78,1033,275.5835
3923,77,1033,275.37
4134,77,1032,276.402
4234,74,1018,275.13
4027,78,1017,276.35
4199,78,1016,277.17
4287,78,1016,277.99
4371,78,1015,278.15
4371,80,1015,278.36
4425,80,1013,277.16
4315,86,1013,277.15
3939,100,1014,276.98
4066,100,1014,276.97
4077,93,1014,276.96
3927,93,1014,276.56
3722,93,1014,276.55
3436,100,1014,276.15
3484,100,1014,276.41
3587,100,1014,276.91
3792,100,1014,276.41
3789,93,1013,276.41
3962,93,1013,276.37
4134,100,1013,276.38
4034,93,1014,276.39
3669,100,1013,276.62
3665,93,1013,276.35
3726,100,1013,276.71
3862,100,1013,278.16
4044,93,1012,279.22
4097,100,1012,278.98
4094,93,1011,279.55
4169,100,1009,280.22
4107,93,1009,280.04
4043,87,1009,281.46
3767,100,1008,280.53
3633,93,1008,280.37
3575,100,1008,279.85
3548,93,1008,280.08
3552,93,1008,280.08
3535,93,1007,280.5
3536,87,1007,279.14
3547,87,1006,278.87
3745,93,1006,279.66
3778,100,1005,280.14
3834,93,1005,280.65
3805,93,1005,281.69
3737,93,1004,281.63
3820,93,1003,282.36
3801,93,1003,282.46
3844,93,1003,283.37
3814,93,1002,284.58
3857,93,1003,284.81
3956,93,1003,285.27
4136,82,1003,286.36
4376,93,1003,287.59
4234,52,1003,290.33
4450,48,1004,290.56
4313,51,1005,289.18
4032,58,1007,286.81
3990,62,1008,284.15
4136,66,1009,282.16
3778,70,1011,280.74
3709,86,1011,279.37
3698,75,1012,278.53
3734,75,1012,278.11
3841,86,1012,277.89
4057,80,1012,277.09
4079,80,1013,276.86
4604,80,1012,276.33
4525,80,1012,276.63
4609,80,1012,276.62
4759,86,1009,277.12
4128,80,1009,277.36
4318,93,1009,277.56
4697,93,1009,277.57
4356,93,1007,277.35
4173,93,1007,277.59
4091,93,1007,278.2
3993,93,1006,277.99
4012,93,1006,278.18
3788,87,1004,278.33
3674,93,1005,278.38
3707,93,1005,278.58
3651,93,1005,278.38
3588,93,1005,278.17
3580,93,1002,277.76
3714,100,1003,277.57
3532,100,1002,277.18
3507,100,1001,276.39
3630,100,1003,276.42
3751,100,999,276.41
3729,100,1000,276.4
3764,100,1000,276.41
3711,100,999,276.64
3746,93,998,277.4
3787,100,997,277.66
3849,100,997,277.63
3807,93,996,279.87
3829,93,996,279.78
3834,93,998,279.79
3781,93,997,279.54
3841,70,998,279.75
3813,70,999,280.16
3866,100,998,280.36
3794,84,999,279.99
3787,65,1000,278.39
3800,55,1000,277.38
3733,59,1001,275.77
3735,55,1002,274.76
3733,55,1006,274.17
3675,75,1007,273.16
3655,74,1007,272.59
3588,75,1008,272.16
3673,63,1008,271.64
3851,63,1010,271.11
3880,68,1011,270.65
3778,54,1011,270.66
3791,54,1012,270.14
3789,54,1013,269.9
3783,54,1013,270.14
3800,68,1015,270.1
3817,73,1015,270.54
3761,73,1015,270.75
3761,63,1016,271.56
3781,79,1017,272.34
3757,69,1017,272.74
3927,69,1018,272.97
3835,55,1018,273.97
3856,47,1017,274.36
3890,55,1017,274.75
3873,47,1016,274.73
3783,59,1017,274.13
3727,59,1017,274.13
3732,55,1016,273.73
3736,64,1017,273.95
3753,64,1017,274.55
3755,69,1017,275.14
3777,69,1017,275.39
3875,69,1017,275.39
3957,64,1017,275.9
3888,64,1017,276.14
4058,60,1018,276.14
4065,64,1018,276.14
4029,69,1019,275.66
4161,69,1019,275.14
4214,69,1021,275.16
4506,74,1022,276.16
4594,69,1022,277.57
4589,56,1022,278.97
4679,56,1023,279.77
5005,48,1023,281.37
4929,43,1023,281.95
4434,39,1022,281.77
4106,37,1022,281.74
4048,45,1023,281.95
4087,36,1023,281.35
3801,39,1024,279.54
3812,56,1024,278.33
3907,56,1025,276.91
3754,56,1025,275.5
3877,69,1025,275.35
3814,74,1025,274.09
3686,79,1025,273.84
3708,74,1025,274.37
3775,82,1025,274.37
3833,82,1025,274.12
3847,86,1025,274.39
3758,79,1024,274.39
4108,93,1024,273.63
4098,86,1023,274.15
4039,93,1023,275.16
4189,86,1023,276.57
4195,80,1022,278.18
4260,81,1020,279.59
4434,80,1019,279.8
4625,86,1018,281.03
4359,50,1014,281.31
4013,75,1014,281.66
3855,81,1013,281.64
3908,81,1012,281.43
3762,81,1011,280.78
3754,81,1009,281.73
3624,71,1009,282.36
3711,93,1007,282.06
3657,93,1006,280.39
3715,87,1005,280.87
3960,100,1004,280.94
3944,100,1002,281.91
4083,100,1000,281.39
4356,93,998,281.61
4396,93,997,281.88
4302,93,996,282.65
4289,100,996,282.67
4295,100,993,283.24
4307,100,995,283.59
3966,93,994,284.2
4034,100,993,284.46
4019,93,993,284.39
4104,93,992,284.43
4074,87,991,284.35
4077,87,991,284.63
4073,87,990,285.06
3981,93,990,284.42
3803,93,989,283.8
3773,87,990,283.61
3657,75,992,281.8
3651,80,994,280.25
3649,69,994,277.86
3697,86,995,275.43
3753,80,996,273.17
3902,58,1000,270.14
3937,53,1002,268.67
4256,57,1004,266.39
4235,78,1005,265.9
4274,57,1008,265.63
4205,78,1008,265.69
4331,72,1010,265.91
4358,62,1012,266.37
4488,73,1013,266.78
4795,62,1014,266.99
5032,57,1016,267.78
5061,53,1017,268.78
5249,45,1017,269.78
5448,42,1017,270.18
5685,42,1018,270.17
4839,53,1018,270.38
4490,42,1019,269.94
4094,42,1019,269.75
3790,54,1021,269.11
3641,49,1021,268.36
3624,49,1022,268.17
3664,57,1022,267.37
3593,57,1023,266.86
3776,57,1023,266.63
3839,62,1023,266.57
3823,62,1023,266.62
3877,62,1022,266.63
3864,62,1022,266.62
3950,67,1022,266.63
3930,67,1022,266.62
3920,79,1023,266.85
4123,73,1023,267.53
4382,57,1024,267.56
4526,57,1024,267.82
4658,48,1026,267.57
4775,38,1027,267.37
5199,52,1028,266.81
5290,52,1029,266.59
5112,66,1029,266.02
4404,44,1030,266.38
3776,37,1030,266.79
3733,72,1031,265.83
3738,72,1031,265.2
3790,48,1033,264.89
3765,44,1033,264.32
3757,52,1034,264.36
3761,57,1034,263.86
3778,67,1033,263.9
3711,73,1033,264.09
3881,73,1034,264.38
3800,73,1034,264.13
3891,78,1034,264.45
3926,72,1035,263.89
4333,52,1036,262.37
3904,51,1036,261.63
3925,47,1038,261.59
4041,47,1039,261.59
4435,47,1040,261.38
4519,40,1040,262.19
4647,33,1041,263.35
5128,31,1041,264.37
5055,31,1040,264.75
4661,31,1040,265.55
3885,40,1039,265.59
3547,26,1040,265.55
3221,29,1040,265.54
3437,31,1040,264.32
3203,34,1040,263.94
3210,31,1040,263.34
3131,36,1041,262.73
3242,36,1041,262.12
3228,36,1040,261.86
3144,40,1041,261.61
3262,36,1041,261.36
3398,43,1041,260.86
3529,51,1041,260.61
3445,52,1041,261.12
3389,66,1041,261.12
3368,66,1040,261.36
3344,72,1040,262.13
3328,73,1040,263.94
3322,67,1040,265.53
3328,62,1039,266.75
3269,67,1039,267.57
3311,57,1037,268.81
3274,62,1037,268.97
3305,67,1036,269.61
3287,62,1035,270.4
3316,63,1035,270.39
3230,63,1034,269.98
3230,63,1032,269.14
3185,63,1032,269.14
3186,63,1031,270.13
3191,68,1030,270.14
3314,63,1030,270.88
3440,67,1029,271.63
3725,67,1028,271.63
4053,67,1028,271.9
4324,70,1028,272.39
4161,64,1027,272.37
4117,69,1026,272.62
4075,74,1026,273.13
3799,74,1025,273.13
3815,69,1025,273.94
3800,69,1025,274.15
3809,59,1024,274.98
3714,69,1024,275.56
3862,69,1024,277.16
3839,72,1023,278.19
3830,72,1023,277.18
3574,77,1022,277.17
3486,86,1021,277.59
3443,77,1021,277.98
3420,79,1020,277.59
3352,79,1020,278.04
3317,79,1020,278.46
3349,64,1019,278.85
3219,87,1019,279.26
3212,93,1018,278.16
3245,100,1017,277.89
3447,100,1017,277.88
3518,100,1016,278.31
3518,100,1015,279.08
3750,100,1013,279.1
3781,93,1013,279.13
3790,100,1013,279.88
3817,100,1012,280.16
3747,100,1012,281.4
3789,100,1013,281.84
3411,100,1012,282.05
3441,100,1011,282.62
3400,100,1010,283.58
3262,93,1009,283.59
3467,93,1009,284.01
3339,87,1008,283.94
3465,93,1007,284.17
3424,93,1008,283.61
3356,93,1007,283.67
3184,100,1009,282.84
3212,93,1009,282.77
3155,87,1011,281
3198,81,1010,280.79
3148,65,1012,280.68
3193,78,1012,279.15
3505,78,1012,279.15
3453,75,1012,278.4
3490,80,1012,277.66
3633,81,1012,276.64
3915,81,1012,275.36
3961,87,1012,275.36
3969,87,1011,275.89
3782,87,1011,276.75
3879,80,1010,277.98
3724,70,1008,279.35
3382,42,1006,280.54
3322,29,1005,281.33
3498,42,1005,282.56
3457,29,1003,282.57
3414,36,1003,281.8
3522,31,1004,281.77
3404,34,1005,282.18
3320,36,1007,280.14
3317,39,1007,279.16
3351,48,1008,278.18
3304,44,1008,277.37
3275,47,1009,277.19
3261,43,1010,275.93
3327,51,1010,275.39
3702,51,1011,275.4
3953,63,1013,273.94
3893,47,1014,272.86
3941,66,1015,272.14
3902,63,1015,271.39
4055,63,1016,271.4
4011,63,1016,271.41
4152,68,1017,272.39
4060,54,1017,272.37
4169,67,1019,272.57
4247,47,1019,273.15
4594,43,1019,274.76
4990,43,1019,274.77
5184,40,1019,275.15
4977,40,1018,275.76
4721,40,1018,275.36
4694,40,1018,275.76
3848,40,1018,275.36
3599,43,1018,274.57
3417,50,1019,273.56
3391,50,1019,273.15
3408,47,1019,272.74
3541,47,1018,272.37
3583,78,1018,271.88
3944,78,1017,271.61
4011,78,1017,271.88
4245,73,1015,271.17
4352,58,1016,270.88
4343,58,1015,269.88
4391,54,1016,269.88
4180,62,1016,268.69
4154,58,1018,268.56
4149,58,1018,268.38
3784,49,1018,268.14
3757,53,1018,267.79
3860,53,1019,267.76
4120,45,1018,267.93
4365,35,1019,267.72
3995,57,1018,267.62
3911,52,1018,266.42
3766,44,1021,265.19
3790,78,1019,264.58
3545,72,1021,263.41
3452,47,1022,263.18
3450,72,1021,263.2
3662,78,1021,263.2
3576,72,1022,262.61
3680,56,1021,262.92
3772,84,1021,262.46
3776,78,1021,262.47
3363,71,1021,262.18
3451,71,1022,260.38
3470,61,1023,259.84
3854,55,1023,259.59
3647,47,1024,259.59
3424,55,1024,260.11
3508,56,1025,261.34
3543,60,1024,261.98
3806,56,1024,263.55
4162,66,1024,264.57
4571,61,1024,265.15
4655,44,1025,265.51
4008,57,1025,265.75
3905,48,1025,265.96
3844,66,1024,265.59
3926,52,1026,264.99
3811,52,1026,264.72
3724,62,1027,263.69
3766,61,1027,263.75
3809,72,1028,263.35
3804,66,1028,262.35
3797,66,1028,261.83
3701,61,1028,261.58
3760,61,1028,261.85
3725,51,1029,261.88
3467,51,1028,260.88
3502,43,1029,260.37
3703,43,1029,259.63
3835,43,1030,260.17
3895,35,1030,260.37
3792,46,1030,261.19
3907,43,1031,261.78
4107,43,1030,262.78
4237,44,1030,264.36
4509,52,1030,265.72
4715,41,1029,266.35
4655,35,1029,267.51
4855,41,1029,267.75
4182,35,1029,267.54
4349,35,1029,267.15
4416,41,1030,266.55
3944,44,1031,265.75
4039,48,1031,264.96
4280,48,1031,263.61
4393,48,1032,263.1
4617,48,1032,262.36
4700,61,1033,262.1
4804,56,1033,261.86
5148,47,1033,261.34
5121,47,1033,261.61
4961,47,1032,261.61
4760,36,1032,262.12
4715,36,1033,263.17
4880,47,1033,263.36
4744,44,1031,264.77
4729,52,1030,265.94
4721,62,1031,266.12
4801,79,1030,266.75
5406,79,1029,266.55
5363,79,1029,267.15
4905,67,1028,266.35
4840,73,1028,265.99
4398,72,1027,265.78
4099,85,1026,265.34
3640,78,1027,264.93
3671,72,1027,264.77
3708,72,1027,264.76
3753,78,1025,264.41
3989,72,1025,264.38
4259,72,1025,264.1
4504,78,1024,263.9
4716,78,1023,263.64
4994,72,1023,263.37
4447,78,1022,263.11
4360,78,1021,262.89
4025,78,1021,262.39
4264,78,1021,263.22
4267,78,1020,263.23
4192,72,1019,263.63
4244,72,1019,263.62
4424,72,1017,264.17
4506,72,1017,264.57
4361,66,1015,264.98
4467,67,1015,265.35
4374,67,1015,265.53
4201,61,1014,265.77
4060,78,1014,265.18
4064,72,1014,265.16
3768,57,1014,265.16
3618,72,1014,264.74
3613,72,1014,264.76
3615,78,1012,264.17
3638,72,1013,264.14
3701,56,1011,264.4
3822,61,1011,264.14
3927,61,1010,263.38
4022,61,1009,263.13
3861,66,1008,263.11
3806,61,1008,263.34
3758,67,1008,263.63
3858,72,1009,264.13
3871,72,1009,264.4
4001,72,1009,264.58
4019,52,1007,265.35
4012,53,1009,266.14
4230,53,1009,267.14
4475,45,1011,268.15
4688,49,1011,268.76
4269,45,1011,269.17
4214,42,1011,269.55
4171,42,1012,269.55
3707,42,1012,269.55
3650,38,1013,269.55
3627,42,1014,269.15
3669,49,1015,268.76
3608,49,1015,268.66
3613,45,1015,268.66
3897,45,1016,268.39
4030,49,1016,268.14
3817,45,1016,268.14
3830,49,1016,267.64
3937,49,1016,267.39
3992,53,1017,266.63
3938,53,1017,266.63
3933,62,1017,266.78
4025,53,1018,266.73
4273,67,1018,268.57
4554,68,1018,269.35
4794,58,1018,270.13
4887,50,1019,271.15
5339,63,1019,272.15
5528,43,1019,273.15
5145,37,1019,274.13
5064,40,1019,274.53
4188,37,1019,274.35
3823,34,1020,274.33
3818,40,1020,273.55
3892,60,1022,272.35
3743,67,1022,272.35
3872,50,1022,271.14
4008,54,1022,270.62
4558,63,1023,270.13
4863,63,1023,270.39
4729,63,1023,270.39
4372,63,1023,269.9
4257,68,1023,269.16
4303,68,1024,269.41
4014,68,1024,268.4
3925,68,1024,267.49
3963,68,1025,268.1
3931,63,1025,271.33
3837,70,1025,273.76
3851,64,1025,275.17
3784,59,1025,276.54
4110,59,1024,276.76
3889,64,1024,277.35
3991,44,1021,277.35
4095,60,1022,277.75
3902,64,1021,277.35
3804,60,1021,276.75
3809,59,1021,276.15
3799,64,1021,275.13
3678,74,1021,273.91
4205,69,1020,273.86
3938,80,1020,273.62
3795,69,1020,273.37
3816,64,1019,273.1
4014,59,1019,273.85
4163,55,1018,273.86
4182,59,1017,274.36
4268,64,1017,274.13
4477,64,1017,274.13
4140,81,1016,273.94
4310,81,1016,274.16
4457,86,1017,273.75
4416,73,1017,273.56
4217,86,1017,273.32
3771,86,1017,273.57
3938,86,1017,273.41
3767,81,1016,273.54
3787,85,1017,273.39
3773,85,1018,273.38
4033,85,1018,273.58
4075,92,1019,273.6
4165,89,1019,273.76
4290,89,1020,273.56
4377,90,1021,273.76
4247,90,1021,273.66
3981,90,1022,273.68
4078,86,1022,273.64
4106,89,1022,273.4
4180,69,1023,273.39
4022,69,1023,273.37
3737,74,1023,273.16
3800,64,1024,272.88
3921,64,1025,272.88
3826,64,1026,273.32
3807,59,1027,273.52
3878,59,1027,273.74
4016,59,1027,274.55
4179,55,1027,275.55
4226,59,1028,276.36
4194,60,1027,277.57
4146,64,1027,277.93
4160,64,1027,278.35
4221,69,1026,277.93
4241,74,1026,278.15
3937,56,1024,278.61
3733,81,1025,277.14
3728,81,1025,275.33
3827,86,1025,274.32
3871,74,1024,273.55
4198,93,1025,273.33
4719,93,1024,273.33
4901,74,1024,272.57
4729,100,1023,272.16
4634,92,1023,271.97
5008,100,1023,271.98
4932,100,1023,271.92
4710,86,1023,272.58
4566,100,1021,273.77
4655,86,1021,273.89
4761,81,1022,274.34
4860,86,1022,274.74
4821,86,1022,275.36
4701,74,1020,276.15
4716,75,1021,276.95
4678,75,1019,278.17
4435,80,1019,277.96
4402,80,1018,277.95
4055,80,1017,277.95
4220,80,1017,277.75
4011,80,1017,277.34
3824,80,1017,277.15
3773,80,1017,277.15
3932,82,1015,277.14
4121,80,1015,276.64
4318,93,1015,276.43
4758,80,1015,276.35
4892,93,1015,276.4
4910,93,1014,276.17
4913,86,1015,276.38
4954,84,1014,275.39
4941,80,1015,276.13
4805,100,1014,275.6
4876,86,1015,275.94
4723,86,1015,277.58
4428,80,1015,279.36
4381,42,1014,281.14
4341,71,1014,282.77
4356,17,1013,284.51
4374,20,1011,284.76
4389,23,1012,285.15
4343,25,1011,284.58
4079,37,1012,282.79
3888,39,1013,279.78
3855,55,1015,277.43
3826,69,1015,276.01
3810,64,1017,274.35
3879,55,1017,273.15
3910,50,1018,272.66
3942,71,1019,272.14
4280,46,1020,270.88
4055,45,1021,269.13
3982,41,1023,267.39
3934,38,1025,266.63
4210,37,1026,265.88
4484,37,1027,264.88
4218,37,1029,264.94
4406,37,1030,264.57
4703,34,1031,265.17
4713,28,1033,265.57
4624,29,1034,266.36
4748,31,1034,267.17
5238,32,1034,267.96
5598,45,1033,268.97
5336,32,1033,269.76
4781,28,1033,270.36
4048,28,1033,270.55
4156,33,1033,270.55
4180,36,1033,269.54
4293,42,1034,268.75
4191,49,1034,268.15
4346,53,1034,266.88
4139,57,1035,266.88
4910,57,1035,266.63
4897,62,1035,265.88
4805,62,1035,265.88
4520,62,1035,265.62
4322,62,1035,265.37
4306,67,1036,264.86
4233,62,1036,264.84
4321,67,1036,264.72
4334,62,1036,265.72
4221,68,1037,268.15
4290,63,1037,270.16
4578,58,1037,271.57
4493,58,1037,272.36
4738,58,1036,273.17
4579,34,1033,273.76
3898,57,1034,274.16
3741,34,1033,274.77
3695,40,1031,275.15
3836,50,1031,274.56
3825,55,1030,273.73
3726,61,1030,273.14
3697,64,1030,273.14
3699,69,1029,273.14
3853,74,1027,273.14
4134,64,1026,274.14
4205,64,1025,274.39
4161,64,1024,274.39
4095,74,1021,274.38
4408,74,1022,274.66
3977,92,1021,273.87
3886,95,1020,273.87
4018,95,1019,274.55
3972,93,1019,274.97
4041,100,1018,275.17
4215,100,1017,275.58
4398,93,1016,276.97
4032,86,1016,279.02
4095,86,1015,281.02
4277,81,1014,282.57
4586,81,1013,284.4
4007,81,1013,285.22
3671,81,1013,285.04
3596,76,1015,284.48
3657,81,1016,281.25
3325,86,1017,280.57
3223,81,1019,279.42
3185,81,1020,277.86
3265,81,1020,277.33
3228,93,1020,276.88
3409,86,1021,276.88
3364,86,1021,276.91
4041,93,1021,276.43
4010,93,1022,276.18
3856,86,1022,275.86
3501,97,1023,275.16
3461,93,1024,275.15
3718,93,1024,275.15
3429,99,1026,275.34
3409,86,1026,275.15
3361,86,1027,275.53
3404,86,1027,275.74
3335,93,1027,276.36
3368,86,1028,276.54
3338,80,1028,276.53
3380,80,1028,276.73
3319,80,1028,276.54
3217,80,1028,277.15
3197,86,1028,276.15
3290,80,1028,275.55
3292,87,1029,275.35
3172,86,1029,275.35
3181,87,1028,274.62
3255,80,1028,274.62
3282,80,1027,274.62
3320,83,1027,274.11
3741,86,1025,274.15
3922,90,1025,274.14
3771,90,1025,274.14
3335,96,1024,274.18
3230,96,1024,274.96
3673,93,1023,275.15
4036,86,1023,275.76
4023,86,1022,276.39
3895,86,1022,277
3242,93,1021,277.27
3445,93,1021,277.46
3255,75,1019,278
3322,86,1018,278.23
3377,81,1017,278.78
3434,80,1017,279.21
3272,80,1017,278.99
3259,86,1016,278.38
3377,86,1016,278.78
3379,81,1016,278.75
3328,87,1015,278.39
3341,93,1015,278.62
3498,93,1013,278.89
3673,93,1013,278.89
3711,93,1013,278.63
3704,93,1013,278.63
3837,93,1011,278.85
4092,100,1012,278.63
3926,93,1012,278.4
4008,100,1012,279.39
3882,100,1012,279.39
3937,100,1012,279.97
4087,100,1012,281.22
3844,100,1012,282.37
3770,100,1012,284
3802,87,1012,285.18
3697,93,1012,286.22
3801,93,1011,286.42
3917,87,1011,286.58
3659,93,1012,286.32
3391,87,1012,285.89
3440,93,1012,284.59
3262,87,1012,284.37
3190,93,1012,283.54
3238,93,1013,283.49
3284,100,1013,283.47
3402,100,1012,282.96
3679,93,1012,283.17
3638,93,1012,282.41
3645,93,1012,281.64
3930,87,1012,279.89
3841,93,1012,279.39
3891,87,1013,278.61
3926,87,1014,278.56
3895,81,1014,278.56
4151,81,1015,278.36
3844,81,1015,278.36
3758,75,1016,279.35
3904,75,1016,279.36
4150,87,1010,282.396
4476,62,1015,281.74
4298,62,1015,281.74
4358,66,1016,281.35
4011,61,1017,281.16
4000,70,1018,280.34
3699,75,1018,279.37
3711,70,1020,278.74
3691,75,1020,277.76
3695,73,1021,276.88
4015,73,1021,276.12
4082,65,1022,276.12
4009,80,1022,275.62
3914,65,1022,275.88
4184,65,1023,275.61
4138,52,1023,275.73
3930,56,1023,275.13
4156,56,1023,274.1
4352,60,1023,273.91
4466,69,1024,275.12
4594,69,1025,276.57
4978,56,1025,277.94
4793,52,1026,279.32
4792,56,1026,280.15
4742,52,1025,280.76
4614,52,1025,281.53
4278,48,1025,281.14
3927,56,1025,281.17
3799,52,1025,281.17
3809,56,1025,280.56
3688,48,1025,280.15
3685,65,1026,278.75
3644,60,1026,278.14
3723,64,1026,277.38
3726,64,1025,276.61
3769,67,1025,276.4
3712,64,1025,276.38
3875,74,1026,275.38
3905,69,1026,275.13
4150,55,1025,274.35
4247,69,1025,274.88
4148,69,1025,274.88
4236,69,1025,274.94
4243,69,1024,275.15
4233,69,1024,275.75
4307,74,1023,276.16
4350,74,1024,276.57
3912,69,1023,276.57
3766,59,1021,276.2
3796,74,1021,276.37
3865,47,1018,276.12
3785,64,1019,275.39
3805,68,1018,274.21
3724,76,1018,273.97
3804,76,1017,273.98
3768,76,1017,273.74
3808,100,1015,273.56
3831,92,1016,274.13
3893,93,1014,274.12
4219,93,1015,274.12
4488,100,1011,274.38
4699,100,1011,274.49
4816,93,1011,275.15
5033,93,1009,275.37
5200,93,1009,275.37
5019,100,1008,275.38
5007,100,1008,275.56
4813,100,1009,275.56
4929,93,1008,275.99
4634,93,1008,276.16
4570,100,1007,276.38
4157,93,1007,276.8
4329,93,1007,277.01
4317,100,1005,277.14
3903,93,1007,276.95
3814,93,1006,277.16
3955,93,1006,277.16
3955,93,1007,277.15
4152,93,1007,276.55
3927,93,1009,276.17
3901,93,1009,275.55
3904,86,1009,275.38
3824,93,1009,275.38
3812,93,1009,275.14
3826,93,1011,275.15
3881,86,1011,275.14
3882,86,1012,275.14
3918,95,1012,274.88
4030,95,1013,274.88
4196,96,1014,275.13
4332,96,1016,275.15
4341,86,1016,275.33
4375,86,1017,275.54
4457,92,1017,276.35
4712,92,1017,277.32
4401,90,1017,278.73
4333,65,1017,278.94
4513,61,1017,280.14
4027,61,1017,281.32
3967,57,1017,282.11
3902,40,1018,282.32
3844,40,1018,282.11
3821,75,1019,280.55
3890,73,1019,279.13
3905,36,1020,278.69
3855,86,1020,277.1
3905,93,1020,276.08
3845,65,1020,276.34
3974,77,1020,274.86
3896,86,1020,274.59
3790,71,1020,274.59
3972,71,1020,274.32
3980,86,1020,274.83
3953,84,1020,275.83
4054,86,1021,275.31
3996,86,1021,276.52
3966,70,1021,279.53
4074,89,1020,282.74
4125,61,1021,284.36
4207,44,1020,286.34
4166,44,1020,287.15
4366,66,1020,285.99
4058,58,1019,287.38
4111,38,1019,288.13
3821,41,1018,288.13
3813,36,1018,287.31
3756,38,1018,285.89
3834,41,1018,284.28
3825,66,1018,282.34
3834,66,1018,281.61
3825,61,1019,280.58
3900,81,1018,278.85
3810,65,1018,278.84
3890,81,1018,278.1
3991,61,1017,278.84
3958,70,1016,278.34
3928,70,1017,278.87
3963,65,1017,279.16
4001,87,1018,279.51
3972,61,1017,280.11
3970,88,1016,280.35
3915,65,1015,281.21
3903,53,1015,282.58
3883,75,1014,284.01
3953,75,1013,284.62
3852,61,1012,283.66
3694,70,1010,283.85
3789,53,1008,283.18
3722,53,1005,282.78
3753,53,1006,283.15
3734,43,1004,283.15
3701,88,1004,284.15
3697,70,1003,283.6
3665,46,1002,283.39
3738,81,1002,280.95
3946,93,999,279.93
3971,93,998,279.72
4119,93,996,279.92
4083,93,995,280.41
4053,93,995,280.66
4077,100,994,280.41
4084,93,994,280.38
4187,93,994,280.16
4373,100,994,280.57
3977,100,994,281.47
4477,100,994,282.43
3959,100,994,282.61
4425,100,994,282.9
3929,100,994,283.27
3813,100,994,283.17
3870,100,995,282.15
3838,87,995,281.75
3797,81,998,280.76
3823,81,999,280.41
3922,81,1001,279.79
3731,81,1002,279.37
3629,75,1005,279.16
3667,81,1005,278.9
3626,75,1006,278.9
3675,70,1008,278.36
4120,70,1008,277.63
4020,80,1009,277.39
3920,80,1009,277.64
4144,75,1011,277.88
4092,75,1012,277.88
3943,75,1013,278.13
3856,75,1014,278.15
3846,75,1015,278.36
3832,75,1015,278.75
3767,70,1015,279.12
4005,65,1015,280.12
3981,65,1015,280.74
3803,70,1015,281.35
3824,70,1015,281.35
3766,70,1014,280.94
3831,70,1013,280.15
3720,65,1012,280.15
3594,70,1012,279.73
3616,75,1011,279.55
3645,70,1011,279.15
3544,75,1010,278.75
3552,80,1009,278.4
3612,80,1008,278.66
3730,75,1007,278.9
3717,75,1005,279.15
3890,81,1002,279.15
4146,80,1001,278.92
4248,81,999,279.15
4108,81,1000,279.4
3665,87,999,279.15
3816,93,997,279.15
4044,93,997,279.1479164
4071,93,997,279.14
4130,93,996,279.54
4203,93,995,279.34
4304,100,995,279.77
4649,100,994,280.38
4629,93,993,279.75
4595,87,993,279.13
4437,87,992,278.93
4394,87,992,278.33
4332,93,992,277.57
3784,93,994,276.64
3604,86,993,276.16
3618,86,994,275.55
3624,86,994,275.14
3574,96,994,274.4
3787,93,994,274.38
3813,93,995,274.38
3834,91,994,274.38
4020,90,993,274.4
3943,80,995,274.14
3929,86,997,273.38
3955,80,998,273.37
3980,80,1000,273.15
4002,84,1000,273.15
4023,74,1001,273.13
4136,74,1002,273.35
4116,69,1003,273.33
4191,74,1002,274.33
4241,59,1003,274.71
4481,59,1004,275.15
4286,55,1004,275.94
4246,48,1005,277.15
4039,48,1005,277.36
3986,41,1007,278.15
3884,33,1007,278.15
3765,38,1008,276.94
3779,38,1009,276.73
3789,41,1009,276.12
3799,51,1010,275.88
3948,59,1011,275.37
3805,51,1011,275.35
3825,55,1011,274.86
3833,55,1011,274.35
3931,59,1012,273.86
3951,59,1012,273.62
3929,59,1013,273.86
3819,64,1014,273.55
3767,55,1015,274.96
3787,44,1015,276.36
3923,38,1016,277.55
